51698,2024-10-13,Измени своё лицо: рецензия на фильм «Другой человек»,null,<p>Новинка с Берлинского кинофестиваля «Другой человек» ещё идёт в прокате и вполне успешно может шокировать неподготовленного зрителя. Возможно, что кого-то даже не меньше, чем <a href="https://kudago.com/all/news/recenziya-na-film-substanciya/" target="_blank" title="Рецензия на фильм «Субстанция»">«Субстанция»</a>. Аарон Шимберг продолжает препарировать вопросы красоты и уродства и снимает боди-хоррор на грани с драмой и чёрной сатирой. Каким получился этот морализаторский ужастик, читайте в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href="https://kudago.com/spb/kino/" target="_blank" title="киноафиша "><u>кино</u></a>.</p>,https://kudago.com/all/news/retsenziya-na-film-drugoj/,0,0,0.5
51695,2024-10-11,В Петербурге началась закупка новогодних украшений для улиц,null,<p>Ель на Дворцовой будет живой.</p>,https://kudago.com/spb/news/v-peterburge-nachalas-zakupka/,0,0,0.5
51694,2024-10-11,В Ленобласти заметили необычных уток и беркута,null,<p>Им грозит вымирание.</p>,https://kudago.com/spb/news/v-lenoblasti-zametili-neobyichnyih/,0,0,0.5
51692,2024-10-11,В заповеднике Ленобласти впервые за несколько лет заметили волчат,null,<p>Они попали в видеоловушку.</p>,https://kudago.com/spb/news/v-zapovednike-v-lenoblasti/,0,0,0.5
51690,2024-10-11,У «Теории большого взрыва» появится спин-офф,null,<p>В нём расскажут о второстепенных персонажах шоу.</p>,https://kudago.com/all/news/u-teorii-bolshogo-vzryiva/,0,0,0.5
51693,2024-10-11,В Риме за посещение фонтана Треви будут брать плату,null,<p>Власти ограничат поток туристов к центральной достопримечательности. </p>,https://kudago.com/all/news/v-rime-za-poseschenie-fontana/,0,0,0.5
51691,2024-10-11,Tesla выпустит беспилотные такси,null,<p>Илон Маск хочет запустить производство уже через два года.</p>,https://kudago.com/all/news/tesla-vyipustit-bespilotnyie-taksi/,0,0,0.5
51689,2024-10-11,«Поющие мосты» вновь посвятят творчеству Андрея Петрова,null,<p>Композитор создал музыку ко многим популярным фильмам.</p>,https://kudago.com/spb/news/poyuschie-mostyi-vnov-posvyatyat/,0,1,0.5
51688,2024-10-11,Вышел ещё один трейлер «Конклава» с Рэйфом Файнсом,null,<p>Премьера в России в конце ноября.</p>,https://kudago.com/all/news/vyishel-eschyo-odin-trejler/,0,0,0.5
51685,2024-10-11,В Ленобласти назвали самые популярные и необычные имена детей,null,<p>В топе без изменений.</p>,https://kudago.com/spb/news/v-lenoblasti-nazvali-samyie/,0,0,0.5
